number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,satisfaction_level,last_evaluation,department_RandD,department_accounting,department_hr,department_management,department_marketing,department_product_mng,department_sales,department_support,department_technical,salary_low,salary_medium
2,135,3,0,1,0,0.41,0.52,0,0,0,0,0,0,1,0,0,1,0
2,157,3,0,1,0,0.37,0.52,0,0,0,0,0,0,1,0,0,1,0
5,262,6,0,1,0,0.88,0.99,0,0,0,0,0,0,1,0,0,1,0
6,266,4,0,1,0,0.1,0.85,0,0,0,0,0,0,1,0,0,1,0
2,148,3,0,1,0,0.44,0.48,0,0,0,0,0,0,1,0,0,1,0
2,140,3,0,1,0,0.38,0.57,0,0,0,0,0,0,1,0,0,1,0
7,302,4,0,1,0,0.11,0.85,0,0,0,0,0,0,1,0,0,1,0
6,271,4,0,1,0,0.09,0.98,0,0,0,0,0,0,1,0,0,1,0
2,145,3,0,1,0,0.45,0.52,0,0,0,0,0,0,1,0,0,0,1
6,290,4,0,1,0,0.1,0.81,0,1,0,0,0,0,0,0,0,0,1
2,151,3,0,1,0,0.45,0.47,0,1,0,0,0,0,0,0,0,0,1
5,266,5,0,1,0,0.77,0.87,0,1,0,0,0,0,0,0,0,0,1
2,140,3,0,1,0,0.44,0.51,0,0,1,0,0,0,0,0,0,0,1
2,142,3,0,1,0,0.39,0.5,0,0,1,0,0,0,0,0,0,0,1
6,246,4,0,1,0,0.1,0.91,0,0,1,0,0,0,0,0,0,0,1
7,308,5,0,1,0,0.09,0.89,0,0,1,0,0,0,0,0,0,0,1
2,141,3,0,1,0,0.37,0.47,0,0,0,0,0,0,0,0,1,0,1
5,232,5,0,1,0,0.9,1.0,0,0,0,0,0,0,0,0,1,0,1
2,143,3,0,1,0,0.41,0.56,0,0,0,0,0,0,0,0,1,0,1
2,155,3,0,1,0,0.37,0.52,0,0,0,0,0,0,0,0,1,0,1
6,278,4,0,1,0,0.1,0.86,0,0,0,0,0,0,0,0,1,0,0
4,253,5,0,1,0,0.81,1.0,0,0,0,0,0,0,0,0,1,1,0
6,282,4,0,1,0,0.11,0.8,0,0,0,0,0,0,0,0,1,0,1
7,264,4,0,1,0,0.11,0.84,0,0,0,0,0,0,0,0,1,0,1
2,149,3,0,1,0,0.4,0.46,0,0,0,0,0,0,0,0,1,0,1
6,304,5,0,1,0,0.09,0.8,0,0,0,0,0,0,0,0,1,0,1
3,219,6,0,1,0,0.48,0.93,0,0,0,0,0,0,0,0,1,1,0
4,262,6,0,1,0,0.6128299492385787,0.91,0,0,0,0,0,0,0,1,0,1,0
2,135,3,0,1,0,0.43,0.57,0,0,0,0,0,0,0,1,0,1,0
6,219,5,0,1,0,0.33,0.88,0,0,0,0,0,0,0,1,0,1,0
2,136,3,0,1,0,0.41,0.57,0,0,0,0,0,0,0,1,0,1,0
2,154,3,0,1,0,0.41,0.55,0,0,0,0,0,0,0,1,0,1,0
2,149,3,0,1,0,0.37,0.54,0,0,0,0,0,0,0,1,0,1,0
6,135,5,0,1,0,0.31,0.62,0,0,0,0,0,0,0,1,0,1,0
6,275,4,0,1,0,0.09,0.91,0,0,0,0,0,0,0,1,0,1,0
6,290,4,0,1,0,0.1,0.87,0,0,0,0,0,0,0,1,0,1,0
4,263,5,0,1,0,0.76,0.9,0,0,0,0,0,0,0,1,0,1,0
2,145,3,0,1,0,0.41,0.54,0,0,0,0,0,0,0,1,0,1,0
5,267,5,0,1,0,0.72,0.96,0,0,0,0,0,0,0,0,1,1,0
2,141,3,1,1,0,0.4,0.5,0,0,0,0,0,0,0,0,1,1,0
4,235,5,0,1,0,0.91,0.87,0,0,0,0,0,0,0,0,1,1,0
6,258,4,0,1,0,0.1,0.83,0,0,0,1,0,0,0,0,0,1,0
2,131,3,0,1,0,0.4,0.56,0,0,0,0,0,0,0,0,0,1,0
5,243,5,0,1,0,0.82,0.86,0,0,0,0,0,0,0,0,0,1,0
6,266,4,0,1,0,0.1,0.82,0,0,0,0,0,0,0,0,0,1,0
2,142,3,0,1,0,0.37,0.45,0,0,0,0,0,0,0,0,0,1,0
2,135,3,0,1,0,0.36,0.51,0,0,0,0,0,0,0,0,0,1,0
2,141,3,0,1,0,0.39,0.48,0,0,0,0,0,1,0,0,0,0,1
2,142,3,0,1,0,0.36,0.57,0,0,0,0,0,1,0,0,0,0,1
5,254,5,0,1,0,0.86,0.84,0,0,0,0,0,1,0,0,0,0,1
5,262,5,0,1,0,0.73,0.99,0,0,0,0,0,1,0,0,0,0,1
4,296,2,0,1,0,0.56,0.7161247662302965,0,0,0,0,0,0,0,0,0,0,1
2,158,3,0,1,0,0.44,0.56,0,1,0,0,0,0,0,0,0,0,1
4,238,2,0,1,0,0.31,0.56,0,1,0,0,0,0,0,0,0,0,1
4,231,5,0,1,0,0.77,0.93,0,0,1,0,0,0,0,0,0,0,1
2,156,3,0,1,0,0.44,0.45,0,0,1,0,0,0,0,0,0,0,1
2,145,3,0,1,0,0.38,0.46,0,0,1,0,0,0,0,0,0,0,1
2,144,3,0,1,0,0.45,0.48,0,0,0,0,1,0,0,0,0,0,1
2,159,3,0,1,0,0.38,0.51,0,0,0,0,0,0,1,0,0,0,1
2,156,3,0,1,0,0.36,0.48,0,1,0,0,0,0,0,0,0,0,0
5,256,5,0,1,0,0.75,0.9,0,0,0,0,0,0,0,1,0,1,0
6,298,4,0,1,0,0.1,0.93,0,0,0,0,0,0,0,0,1,0,1
6,247,4,0,1,0,0.1,0.97,0,0,0,1,0,0,0,0,0,0,1
2,157,3,0,1,0,0.45,0.5,0,0,0,0,1,0,0,0,0,0,1
2,154,3,1,1,0,0.42,0.57,0,0,0,0,1,0,0,0,0,0,1
4,253,5,0,1,0,0.78,1.0,0,0,0,0,1,0,0,0,0,1,0
2,148,3,0,1,0,0.45,0.55,0,0,0,0,0,0,1,0,0,1,0
4,261,5,0,1,0,0.84,1.0,0,0,0,0,0,0,1,0,0,1,0
6,282,4,0,1,0,0.11,0.93,0,0,0,0,0,0,1,0,0,1,0
2,133,3,0,1,0,0.42,0.56,0,0,0,0,0,0,1,0,0,1,0
2,128,3,0,1,0,0.45,0.46,0,0,0,0,0,0,1,0,0,1,0
2,139,3,0,1,0,0.46,0.57,0,0,0,0,0,0,1,0,0,1,0
6,293,5,0,1,0,0.09,0.79,0,0,0,0,0,0,1,0,0,1,0
4,265,6,0,1,0,0.87,0.83,0,0,0,0,0,0,1,0,0,1,0
6,250,4,0,1,0,0.1,0.87,0,0,0,0,0,0,1,0,0,1,0
5,251,6,0,1,0,0.91,1.0,0,0,0,0,0,0,1,0,0,1,0
4,246,5,0,1,0,0.76,0.92,0,0,0,0,0,0,1,0,0,1,0
5,275,5,0,1,0,0.6128299492385787,1.0,0,0,0,0,0,0,1,0,0,1,0
5,240,5,0,1,0,0.92,0.93,0,0,0,0,0,0,1,0,0,1,0
5,245,5,0,1,0,0.76,0.87,0,0,0,0,0,0,1,0,0,1,0
4,254,4,0,1,0,0.47,0.5,0,0,0,0,0,0,1,0,0,1,0
5,241,5,0,1,0,0.73,0.99,0,0,0,0,0,0,1,0,0,1,0
6,257,4,0,1,0,0.09,0.94,0,0,0,0,0,0,1,0,0,1,0
4,246,5,0,1,0,0.91,0.92,0,0,0,0,0,0,1,0,0,1,0
4,233,5,0,1,0,0.82,0.98,0,0,0,0,0,0,1,0,0,1,0
6,218,4,0,1,0,0.28,0.45,0,1,0,0,0,0,0,0,0,1,0
4,262,6,0,1,0,0.84,0.99,0,1,0,0,0,0,0,0,0,0,1
2,138,3,0,1,0,0.45,0.53,0,1,0,0,0,0,0,0,0,0,1
2,142,3,0,1,0,0.45,0.54,0,0,1,0,0,0,0,0,0,0,1
5,233,5,0,1,0,0.91,0.97,0,0,1,0,0,0,0,0,0,0,1
2,155,3,0,1,0,0.42,0.48,0,0,1,0,0,0,0,0,0,0,1
4,229,6,0,1,0,0.82,1.0,0,0,1,0,0,0,0,0,0,0,1
6,264,4,0,1,0,0.11,0.9,0,0,0,0,0,0,0,0,1,0,1
3,199,4,0,1,0,0.42,0.53,0,0,0,0,0,0,0,0,1,0,1
4,223,5,0,1,0,0.82,0.85,0,0,0,0,0,0,0,0,1,0,1
6,268,4,0,1,0,0.09,0.96,0,0,0,0,0,0,0,0,1,0,1
6,287,4,0,1,0,0.1,0.94,0,0,0,0,0,0,0,0,1,0,1
5,257,5,0,1,0,0.86,1.0,0,0,0,0,0,0,0,0,1,0,1
2,143,3,0,1,0,0.4,0.46,0,0,0,0,0,0,0,0,1,0,0
2,130,3,0,1,0,0.45,0.46,0,0,0,0,0,0,0,0,1,1,0
2,136,3,0,1,0,0.42,0.51,0,0,0,0,0,0,0,0,1,0,1
4,261,5,0,1,0,0.74,0.92,0,0,0,0,0,0,0,0,1,0,1
3,180,4,0,1,0,0.6128299492385787,0.6,0,0,0,0,0,0,0,0,1,0,1
2,126,3,0,1,0,0.37,0.45,0,0,0,0,0,0,0,1,0,0,1
2,127,3,1,1,0,0.41,0.52,0,0,0,0,0,0,0,1,0,1,0
5,195,6,0,1,0,0.89,0.65,0,0,0,0,0,0,0,1,0,1,0
2,160,3,0,1,0,0.41,0.57,0,0,0,0,0,0,0,1,0,1,0
2,150,3,0,1,0,0.44,0.51,0,0,0,0,0,0,0,1,0,1,0
4,264,6,0,1,0,0.87,0.84,0,0,0,0,0,0,0,1,0,1,0
6,309,4,0,1,0,0.1,0.84,0,0,0,0,0,0,0,1,0,1,0
2,135,3,0,1,0,0.41,0.47,0,0,0,0,0,0,0,1,0,1,0
6,261,4,0,1,0,0.11,0.85,0,0,0,0,0,0,0,1,0,1,0
2,160,3,0,1,0,0.43,0.53,0,0,0,0,0,0,0,1,0,1,0
4,237,5,0,1,0,0.77,0.9,0,0,0,0,0,0,0,1,0,1,0
2,136,3,0,1,0,0.41,0.52,0,0,0,0,0,0,0,0,1,1,0
2,139,3,0,1,0,0.41,0.48,0,0,0,0,0,0,0,0,1,1,0
2,151,4,0,1,0,0.36,0.78,0,0,0,0,0,0,0,0,1,1,0
5,229,5,0,1,0,0.77,0.7161247662302965,0,0,0,1,0,0,0,0,0,1,0
5,245,5,0,1,0,0.81,0.98,0,0,0,0,0,0,0,0,0,1,0
2,127,3,0,1,0,0.39,0.54,0,0,0,0,0,0,0,0,0,1,0
6,283,5,0,1,0,0.09,0.94,0,0,0,0,0,0,0,0,0,1,0
2,143,3,0,1,0,0.44,0.46,0,0,0,0,0,0,0,0,0,1,0
5,298,4,0,1,0,0.1,0.84,0,0,0,0,0,0,0,0,0,1,0
2,159,3,0,1,0,0.36,0.48,0,0,0,0,0,1,0,0,0,1,0
5,239,5,0,1,0,0.81,0.92,0,0,0,0,0,1,0,0,0,1,0
4,226,5,0,1,0,0.81,0.9,0,0,0,0,0,1,0,0,0,0,1
5,248,5,0,1,0,0.85,0.98,0,0,0,0,0,1,0,0,0,0,1
6,286,4,0,1,0,0.1,0.87,0,0,0,0,0,0,0,0,0,0,1
2,145,3,0,1,0,0.37,0.54,1,0,0,0,0,0,0,0,0,0,1
7,254,4,1,1,0,0.09,0.97,1,0,0,0,0,0,0,0,0,0,1
2,127,3,0,1,0,0.44,0.53,1,0,0,0,0,0,0,0,0,0,1
5,223,5,0,1,0,0.86,0.93,1,0,0,0,0,0,0,0,0,0,1
4,255,5,0,1,0,0.77,1.0,1,0,0,0,0,0,0,0,0,0,1
2,136,3,0,1,0,0.41,0.48,0,0,0,0,1,0,0,0,0,0,1
2,137,3,0,1,0,0.4,0.48,0,0,0,0,0,0,1,0,0,0,1
2,135,3,0,1,0,0.43,0.49,0,1,0,0,0,0,0,0,0,0,1
2,137,3,0,1,0,0.43,0.5,0,0,0,0,0,0,0,1,0,0,1
3,255,5,0,1,0,0.8,0.53,0,0,0,0,0,0,0,0,1,0,0
4,273,5,0,1,0,0.8,0.85,0,0,0,1,0,0,0,0,0,1,0
5,234,5,0,1,0,0.82,0.98,0,0,0,0,1,0,0,0,0,0,1
2,152,3,0,1,0,0.37,0.54,0,0,0,0,1,0,0,0,0,0,1
2,134,3,0,1,0,0.37,0.48,0,0,0,0,1,0,0,0,0,0,1
6,292,4,0,1,0,0.09,0.95,0,0,0,0,0,0,1,0,0,0,1
5,245,5,0,1,0,0.6128299492385787,0.92,0,0,0,0,0,0,1,0,0,1,0
2,159,3,0,1,0,0.41,0.52,0,0,0,0,0,0,1,0,0,1,0
6,260,4,0,1,0,0.1,0.85,0,0,0,0,0,0,1,0,0,1,0
2,149,3,0,1,0,0.44,0.53,0,0,0,0,0,0,1,0,0,1,0
5,266,5,0,1,0,0.89,0.85,0,0,0,0,0,0,1,0,0,1,0
2,149,3,0,1,0,0.42,0.56,0,0,0,0,0,0,1,0,0,1,0
5,242,5,0,1,0,0.87,1.0,0,0,0,0,0,0,1,0,0,1,0
2,134,3,0,1,0,0.45,0.57,0,0,0,0,0,0,1,0,0,1,0
5,271,4,0,1,0,0.11,0.87,0,0,0,0,0,0,1,0,0,1,0
6,275,4,0,1,0,0.09,0.79,0,0,0,0,0,0,1,0,0,1,0
5,227,5,0,1,0,0.76,0.83,0,0,0,0,0,0,1,0,0,1,0
7,277,5,0,1,0,0.11,0.96,0,0,0,0,0,0,1,0,0,1,0
2,151,3,0,1,0,0.37,0.49,0,0,0,0,0,0,1,0,0,1,0
6,274,4,0,1,0,0.1,0.79,0,0,0,0,0,0,1,0,0,1,0
4,242,6,0,1,0,0.77,0.87,0,0,0,0,0,0,1,0,0,1,0
2,143,3,1,1,0,0.42,0.54,0,0,0,0,0,0,1,0,0,1,0
2,145,3,0,1,0,0.38,0.52,0,0,0,0,0,0,1,0,0,1,0
5,172,2,0,1,0,0.32,0.95,0,0,0,0,0,0,1,0,0,1,0
2,135,3,0,1,0,0.38,0.49,0,1,0,0,0,0,0,0,0,1,0
4,192,4,0,1,0,0.19,1.0,0,1,0,0,0,0,0,0,0,1,0
7,276,4,0,1,0,0.1,0.83,0,1,0,0,0,0,0,0,0,1,0
4,206,4,0,1,0,0.76,0.88,0,0,1,0,0,0,0,0,0,0,1
4,281,6,0,1,0,0.53,0.56,0,0,1,0,0,0,0,0,0,0,1
2,151,3,0,1,0,0.39,0.51,0,0,1,0,0,0,0,0,0,0,1
6,244,4,0,1,0,0.11,0.83,0,0,1,0,0,0,0,0,0,0,1
6,309,4,0,1,0,0.1,0.94,0,0,0,0,0,0,0,0,1,0,1
5,218,5,0,1,0,0.84,1.0,0,0,0,0,0,0,0,0,1,0,1
4,263,6,0,1,0,0.82,0.99,0,0,0,0,0,0,0,0,1,0,1
6,244,4,0,1,0,0.1,0.82,0,0,0,0,0,0,0,0,1,0,1
7,263,4,0,1,0,0.59,0.49,0,0,0,0,0,0,0,0,1,0,1
2,143,3,0,1,0,0.44,0.48,0,0,0,0,0,0,0,0,1,0,1
2,181,5,0,1,0,0.89,0.95,0,0,0,0,0,0,0,0,1,0,1
5,265,5,0,1,0,0.91,0.84,0,0,0,0,0,0,0,0,1,0,1
5,161,5,0,1,0,0.66,0.57,0,0,0,0,0,0,0,0,1,0,0
7,282,5,0,1,0,0.11,0.87,0,0,0,0,0,0,0,0,1,1,0
2,155,3,0,1,0,0.43,0.51,0,0,0,0,0,0,0,0,1,0,1
4,217,6,0,1,0,0.78,0.83,0,0,0,0,0,0,0,1,0,0,1
6,289,5,0,1,0,0.11,0.97,0,0,0,0,0,0,0,1,0,0,1
4,259,5,0,1,0,0.83,0.98,0,0,0,0,0,0,0,1,0,0,1
2,158,3,0,1,0,0.39,0.54,0,0,0,0,0,0,0,1,0,1,0
2,158,3,0,1,0,0.38,0.55,0,0,0,0,0,0,0,1,0,1,0
2,155,3,0,1,0,0.37,0.57,0,0,0,0,0,0,0,1,0,1,0
2,146,3,0,1,0,0.44,0.48,0,0,0,0,0,0,0,1,0,1,0
2,164,5,0,1,0,0.53,0.85,0,0,0,0,0,0,0,1,0,1,0
6,259,4,0,1,0,0.09,0.96,0,0,0,0,0,0,0,1,0,1,0
6,293,4,0,1,0,0.11,0.89,0,0,0,0,0,0,0,1,0,1,0
5,275,5,0,1,0,0.83,0.96,0,0,0,0,0,0,0,1,0,1,0
5,219,6,1,1,0,0.88,1.0,0,0,0,0,0,0,0,0,1,1,0
6,247,4,0,1,0,0.1,0.89,0,0,0,0,0,0,0,0,1,1,0
7,309,4,0,1,0,0.09,0.86,0,0,0,0,0,0,0,0,1,1,0
2,151,3,0,1,0,0.44,0.54,0,0,0,1,0,0,0,0,0,1,0
2,129,3,0,1,0,0.39,0.51,0,0,0,0,0,0,0,0,0,1,0
4,274,5,0,1,0,0.87,0.94,0,0,0,0,0,0,0,0,0,1,0
4,233,5,0,1,0,0.74,0.99,0,0,0,0,0,0,0,0,0,1,0
7,289,4,0,1,0,0.1,0.95,0,0,0,0,0,0,0,0,0,1,0
4,239,6,0,1,0,0.74,0.82,0,0,0,0,0,0,0,0,0,1,0
5,221,5,0,1,0,0.75,0.99,0,0,0,0,0,1,0,0,0,1,0
2,150,3,0,1,0,0.41,0.56,0,0,0,0,0,1,0,0,0,1,0
2,144,3,1,1,0,0.41,0.45,0,0,0,0,0,1,0,0,0,1,0
7,289,4,0,1,0,0.09,0.9,0,0,0,0,0,1,0,0,0,1,0
6,301,5,0,1,0,0.09,0.8,0,0,0,0,0,0,0,0,0,0,1
2,145,3,0,1,0,0.39,0.57,0,1,0,0,0,0,0,0,0,0,1
2,137,3,0,1,0,0.4,0.56,0,1,0,0,0,0,0,0,0,0,1
2,131,3,1,1,0,0.37,0.54,0,0,1,0,0,0,0,0,0,0,1
6,246,4,0,1,0,0.1,0.84,0,0,1,0,0,0,0,0,0,0,1
2,136,3,0,1,0,0.43,0.51,0,0,1,0,0,0,0,0,0,0,1
5,240,6,1,1,0,0.75,0.85,0,0,0,0,1,0,0,0,0,0,1
2,156,3,0,1,0,0.37,0.56,0,0,0,0,0,0,1,0,0,0,1
6,305,4,0,1,0,0.11,0.85,0,1,0,0,0,0,0,0,0,0,1
2,154,3,1,1,0,0.45,0.45,0,0,0,0,0,0,0,1,0,0,1
5,261,5,1,1,0,0.87,1.0,0,0,0,0,0,0,0,0,1,0,1
7,244,4,0,1,0,0.11,0.94,0,0,0,1,0,0,0,0,0,0,1
2,129,3,0,1,0,0.45,0.54,0,0,0,0,1,0,0,0,0,0,0
4,254,5,0,1,0,0.81,0.87,0,0,0,0,1,0,0,0,0,1,0
5,236,5,0,1,0,0.77,0.91,0,0,0,0,1,0,0,0,0,0,1
5,237,5,0,1,0,0.89,0.7161247662302965,0,0,0,0,0,0,1,0,0,0,1
2,135,3,0,1,0,0.43,0.49,0,0,0,0,0,0,1,0,0,0,1
5,236,5,0,1,0,0.78,1.0,0,0,0,0,0,0,1,0,0,0,1
2,149,3,0,1,0,0.37,0.47,0,0,0,0,0,0,1,0,0,1,0
2,141,3,0,1,0,0.37,0.5,0,0,0,0,0,0,1,0,0,1,0
4,270,5,0,1,0,0.85,0.82,0,0,0,0,0,0,1,0,0,1,0
2,138,3,0,1,0,0.41,0.47,0,0,0,0,0,0,1,0,0,1,0
6,298,4,0,1,0,0.11,0.96,0,0,0,0,0,0,1,0,0,1,0
5,254,5,0,1,0,0.75,0.99,0,0,0,0,0,0,1,0,0,1,0
5,248,5,0,1,0,0.82,0.85,0,0,0,0,0,0,1,0,0,1,0
5,257,6,0,1,0,0.79,1.0,0,0,0,0,0,0,1,0,0,1,0
2,150,3,0,1,0,0.43,0.53,0,0,0,0,0,0,1,0,0,1,0
7,281,4,0,1,0,0.1,0.9,0,0,0,0,0,0,1,0,0,1,0
2,141,3,1,1,0,0.46,0.48,0,0,0,0,0,0,1,0,0,1,0
2,157,3,0,1,0,0.43,0.57,0,0,0,0,0,0,1,0,0,1,0
2,136,3,0,1,0,0.43,0.55,0,0,0,0,0,0,1,0,0,1,0
7,296,4,0,1,0,0.11,0.8,0,0,0,0,0,0,1,0,0,1,0
6,279,4,0,1,0,0.09,0.86,0,0,0,0,0,0,1,0,0,1,0
2,131,3,0,1,0,0.37,0.53,0,0,0,0,0,0,1,0,0,1,0
2,160,3,0,1,0,0.4,0.57,0,1,0,0,0,0,0,0,0,1,0
7,291,4,0,1,0,0.1,0.77,0,1,0,0,0,0,0,0,0,1,0
2,157,3,0,1,0,0.41,0.53,0,1,0,0,0,0,0,0,0,1,0
3,294,4,0,1,0,0.79,0.58,0,0,1,0,0,0,0,0,0,1,0
7,310,4,0,1,0,0.11,0.79,0,0,1,0,0,0,0,0,0,1,0
6,282,4,0,1,0,0.1,0.97,0,0,1,0,0,0,0,0,0,0,1
2,134,3,0,1,0,0.44,0.51,0,0,1,0,0,0,0,0,0,0,1
4,214,4,0,1,0,0.25,0.46,0,0,0,0,0,0,0,0,1,0,1
2,137,3,0,1,0,0.44,0.52,0,0,0,0,0,0,0,0,1,0,1
4,252,5,0,1,0,0.73,1.0,0,0,0,0,0,0,0,0,1,0,1
5,243,6,0,1,0,0.75,0.97,0,0,0,0,0,0,0,0,1,0,1
2,148,3,0,1,0,0.36,0.47,0,0,0,0,0,0,0,0,1,0,1
2,151,3,0,1,0,0.37,0.49,0,0,0,0,0,0,0,0,1,0,1
2,129,3,0,1,0,0.39,0.49,0,0,0,0,0,0,0,0,1,0,1
2,198,2,0,1,0,0.48,0.78,0,0,0,0,0,0,0,0,1,0,1
4,275,6,0,1,0,0.57,0.72,0,0,0,0,0,0,0,0,1,0,1
5,243,5,0,1,0,0.9,0.96,0,0,0,0,0,0,0,0,1,0,1
2,159,3,0,1,0,0.39,0.55,0,0,0,0,0,0,0,0,1,0,0
2,145,3,0,1,0,0.44,0.51,0,0,0,0,0,0,0,1,0,1,0
5,242,5,0,1,0,0.81,0.88,0,0,0,0,0,0,0,1,0,0,1
5,242,5,0,1,0,0.74,0.87,0,0,0,0,0,0,0,1,0,0,1
2,145,3,0,1,0,0.44,0.56,0,0,0,0,0,0,0,1,0,0,1
2,154,3,0,1,1,0.41,0.56,0,0,0,0,0,0,0,1,0,0,1
2,139,3,0,1,0,0.4,0.51,0,0,0,0,0,0,0,1,0,1,0
2,152,3,0,1,0,0.46,0.57,0,0,0,0,0,0,0,1,0,1,0
2,211,3,0,1,0,0.8,0.83,0,0,0,0,0,0,0,1,0,1,0
5,258,5,0,1,0,0.87,0.9,0,0,0,0,0,0,0,1,0,1,0
2,155,3,0,1,0,0.39,0.54,0,0,0,0,0,0,0,1,0,1,0
2,148,3,0,1,0,0.38,0.55,0,0,0,0,0,0,0,1,0,1,0
2,255,3,0,1,0,0.66,0.67,0,0,0,0,0,0,0,0,1,1,0
6,264,4,0,1,0,0.1,0.8,0,0,0,0,0,0,0,0,1,1,0
2,132,3,0,1,0,0.37,0.54,0,0,0,0,0,0,0,0,1,1,0
6,255,4,0,1,0,0.1,0.77,0,0,0,1,0,0,0,0,0,1,0
5,263,4,0,1,0,0.09,0.87,0,0,0,0,0,0,0,0,0,1,0
5,222,5,0,1,0,0.86,0.84,0,0,0,0,0,0,0,0,0,1,0
6,263,4,0,1,0,0.11,0.9,0,0,0,0,0,0,0,0,0,1,0
2,157,3,0,1,0,0.37,0.46,0,0,0,0,0,0,0,0,0,1,0
7,307,4,0,1,0,0.11,0.92,0,0,0,0,0,0,0,0,0,1,0
5,259,6,0,1,0,0.77,0.98,0,0,0,0,0,1,0,0,0,1,0
5,222,6,0,1,0,0.84,0.94,0,0,0,0,0,1,0,0,0,1,0
7,250,4,0,1,0,0.1,0.84,0,0,0,0,0,1,0,0,0,1,0
5,245,5,0,1,0,0.83,0.9,0,0,0,0,0,1,0,0,0,1,0
6,292,4,0,1,0,0.11,0.79,0,0,0,0,0,0,0,0,0,1,0
5,252,5,0,1,0,0.86,0.92,1,0,0,0,0,0,0,0,0,1,0
2,161,3,0,1,0,0.38,0.56,1,0,0,0,0,0,0,0,0,0,1
5,250,4,0,1,0,0.11,0.88,1,0,0,0,0,0,0,0,0,0,1
2,134,3,0,1,0,0.45,0.49,1,0,0,0,0,0,0,0,0,0,1
7,279,4,0,1,0,0.1,0.85,1,0,0,0,0,0,0,0,0,0,1
7,256,4,0,1,0,0.09,0.95,0,0,0,0,1,0,0,0,0,0,1
2,127,3,0,1,0,0.39,0.53,0,0,0,0,0,0,1,0,0,0,1
2,138,3,1,1,0,0.37,0.47,0,1,0,0,0,0,0,0,0,0,1
5,243,5,0,1,0,0.81,0.97,0,0,0,0,0,0,0,1,0,0,1
7,296,4,0,1,0,0.09,0.9,0,0,0,0,0,0,0,0,1,0,1
7,267,4,0,1,0,0.1,0.88,0,0,0,1,0,0,0,0,0,0,1
2,144,3,0,1,0,0.39,0.49,0,0,0,0,1,0,0,0,0,0,1
4,251,5,0,1,0,0.83,0.95,0,0,0,0,1,0,0,0,0,0,1
2,148,3,0,1,0,0.45,0.57,0,0,0,0,1,0,0,0,0,0,0
2,141,3,0,1,0,0.43,0.51,0,0,0,0,0,0,1,0,0,1,0
3,268,2,0,1,0,0.8,0.75,0,0,0,0,0,0,1,0,0,0,1
6,247,4,0,1,0,0.1,0.86,0,0,0,0,0,0,1,0,0,0,1
2,247,4,0,1,0,0.1,0.55,0,0,0,0,0,0,1,0,0,0,1
2,146,3,0,1,0,0.36,0.52,0,0,0,0,0,0,1,0,0,0,1
2,140,3,0,1,0,0.38,0.5,0,0,0,0,0,0,1,0,0,1,0
5,263,6,0,1,0,0.78,0.98,0,0,0,0,0,0,1,0,0,1,0
2,145,3,0,1,0,0.44,0.49,0,0,0,0,0,0,1,0,0,1,0
2,156,3,1,1,0,0.41,0.46,0,0,0,0,0,0,1,0,0,1,0
5,244,6,0,1,0,0.72,0.85,0,0,0,0,0,0,1,0,0,1,0
2,144,3,0,1,0,0.46,0.54,0,0,0,0,0,0,1,0,0,1,0
7,286,4,0,1,0,0.1,0.9,0,0,0,0,0,0,1,0,0,1,0
4,141,2,0,1,0,0.34,0.67,0,0,0,0,0,0,1,0,0,1,0
6,260,5,0,1,0,0.11,0.89,0,0,0,0,0,0,1,0,0,1,0
2,154,3,0,1,0,0.38,0.56,0,0,0,0,0,0,1,0,0,1,0
5,225,5,0,1,0,0.82,0.92,0,0,0,0,0,0,1,0,0,1,0
2,127,3,0,1,0,0.39,0.57,0,0,0,0,0,0,1,0,0,1,0
2,140,3,0,1,0,0.44,0.53,0,0,0,0,0,0,1,0,0,1,0
2,147,3,0,1,0,0.43,0.52,0,0,0,0,0,0,1,0,0,1,0
4,227,5,0,1,0,0.84,0.83,0,1,0,0,0,0,0,0,0,1,0
2,153,3,0,1,0,0.43,0.48,0,1,0,0,0,0,0,0,0,1,0
2,128,3,0,1,0,0.37,0.52,0,1,0,0,0,0,0,0,0,1,0
4,228,5,0,1,0,0.74,0.97,0,0,1,0,0,0,0,0,0,1,0
5,235,5,0,1,0,0.73,0.97,0,0,1,0,0,0,0,0,0,1,0
2,148,3,0,1,0,0.37,0.47,0,0,1,0,0,0,0,0,0,1,0
4,238,3,0,1,0,0.58,0.62,0,0,1,0,0,0,0,0,0,1,0
2,141,3,0,1,0,0.4,0.54,0,0,0,0,0,0,0,0,1,0,1
5,249,4,0,1,0,0.51,0.83,0,0,0,0,0,0,0,0,1,0,1
2,151,3,0,1,0,0.46,0.5,0,0,0,0,0,0,0,0,1,0,1
2,129,3,0,1,0,0.45,0.54,0,0,0,0,0,0,0,0,1,0,1
2,156,3,0,1,0,0.46,0.5,0,0,0,0,0,0,0,0,1,0,1
2,134,3,0,1,0,0.39,0.45,0,0,0,0,0,0,0,0,1,0,1
6,269,4,0,1,0,0.09,0.88,0,0,0,0,0,0,0,0,1,0,1
6,290,4,0,1,0,0.09,0.77,0,0,0,0,0,0,0,0,1,0,1
2,132,3,0,1,0,0.37,0.51,0,0,0,0,0,0,0,0,1,0,1
